model,role,pos,n_tokens_persona_directed,n_tokens_goal_oriented
Qwen3-4B-Instruct-2507,Michael Scott,68,47798,75221
Qwen3-4B-Instruct-2507,Michael Scott,69,48588,76254
Qwen3-4B-Instruct-2507,Michael Scott,70,49320,77180
Qwen3-4B-Instruct-2507,Michael Scott,71,50046,78128
Qwen3-4B-Instruct-2507,Michael Scott,72,50613,79036
Qwen3-4B-Instruct-2507,Michael Scott,73,51182,80074
Qwen3-4B-Instruct-2507,Michael Scott,74,51954,80910
Qwen3-4B-Instruct-2507,Michael Scott,75,52877,82582
Qwen3-4B-Instruct-2507,Michael Scott,76,53553,83816
Qwen3-4B-Instruct-2507,Michael Scott,77,54237,85016
Qwen3-4B-Instruct-2507,Michael Scott,78,54940,85976
Qwen3-4B-Instruct-2507,Michael Scott,79,55560,87012
Qwen3-4B-Instruct-2507,Michael Scott,80,56257,88077
Qwen3-4B-Instruct-2507,Michael Scott,81,56926,88778
Qwen3-4B-Instruct-2507,Michael Scott,82,57625,89578
Qwen3-4B-Instruct-2507,Michael Scott,83,58314,90484
Qwen3-4B-Instruct-2507,Michael Scott,84,59030,91627
Qwen3-4B-Instruct-2507,Michael Scott,85,59759,92572
Qwen3-4B-Instruct-2507,Michael Scott,86,60439,93198
Qwen3-4B-Instruct-2507,Michael Scott,87,61085,94463
Qwen3-4B-Instruct-2507,Michael Scott,88,61788,95465
Qwen3-4B-Instruct-2507,Michael Scott,89,62418,96248
Qwen3-4B-Instruct-2507,Michael Scott,90,63108,97440
Qwen3-4B-Instruct-2507,Michael Scott,91,63776,98643
Qwen3-4B-Instruct-2507,Michael Scott,92,64281,99693
Qwen3-4B-Instruct-2507,Michael Scott,93,64809,100733
Qwen3-4B-Instruct-2507,Michael Scott,94,65393,101395
Qwen3-4B-Instruct-2507,Michael Scott,95,65991,102322
Qwen3-4B-Instruct-2507,Michael Scott,96,66662,103453
Qwen3-4B-Instruct-2507,Michael Scott,97,67191,104314
Qwen3-4B-Instruct-2507,Michael Scott,98,67733,105147
Qwen3-4B-Instruct-2507,Michael Scott,99,68260,106133
Qwen3-4B-Instruct-2507,Michael Scott,100,68701,107201
Qwen3-4B-Instruct-2507,Michael Scott,101,69237,108463
Qwen3-4B-Instruct-2507,Michael Scott,102,69766,109864
Qwen3-4B-Instruct-2507,HAL 9000,0,0,0
Qwen3-4B-Instruct-2507,HAL 9000,1,327,221
Qwen3-4B-Instruct-2507,HAL 9000,2,814,408
Qwen3-4B-Instruct-2507,HAL 9000,3,1365,550
Qwen3-4B-Instruct-2507,HAL 9000,4,1771,908
Qwen3-4B-Instruct-2507,HAL 9000,5,2233,1092
Qwen3-4B-Instruct-2507,HAL 9000,6,2602,1201
Qwen3-4B-Instruct-2507,HAL 9000,7,2942,1414
Qwen3-4B-Instruct-2507,HAL 9000,8,3346,1558
Qwen3-4B-Instruct-2507,HAL 9000,9,3646,1791
Qwen3-4B-Instruct-2507,HAL 9000,10,3950,1967
Qwen3-4B-Instruct-2507,HAL 9000,11,4281,2315
Qwen3-4B-Instruct-2507,HAL 9000,12,4664,2529
Qwen3-4B-Instruct-2507,HAL 9000,13,4967,2762
Qwen3-4B-Instruct-2507,HAL 9000,14,5413,2921
Qwen3-4B-Instruct-2507,HAL 9000,15,5742,3302
Qwen3-4B-Instruct-2507,HAL 9000,16,6046,3644
Qwen3-4B-Instruct-2507,HAL 9000,17,6444,3906
Qwen3-4B-Instruct-2507,HAL 9000,18,6806,4226
Qwen3-4B-Instruct-2507,HAL 9000,19,7135,4472
Qwen3-4B-Instruct-2507,HAL 9000,20,7485,4721
Qwen3-4B-Instruct-2507,HAL 9000,21,7809,5004
Qwen3-4B-Instruct-2507,HAL 9000,22,8182,5231
Qwen3-4B-Instruct-2507,HAL 9000,23,8484,5496
Qwen3-4B-Instruct-2507,HAL 9000,24,8762,5749
Qwen3-4B-Instruct-2507,HAL 9000,25,9069,6011
Qwen3-4B-Instruct-2507,HAL 9000,26,9277,6210
Qwen3-4B-Instruct-2507,HAL 9000,27,9590,6424
Qwen3-4B-Instruct-2507,HAL 9000,28,9856,6686
Qwen3-4B-Instruct-2507,HAL 9000,29,10083,6924
Qwen3-4B-Instruct-2507,HAL 9000,30,10421,7204
Qwen3-4B-Instruct-2507,HAL 9000,31,10725,7409
Qwen3-4B-Instruct-2507,HAL 9000,32,10928,7614
Qwen3-4B-Instruct-2507,HAL 9000,33,11140,7893
Qwen3-4B-Instruct-2507,HAL 9000,34,11366,8138
Qwen3-4B-Instruct-2507,HAL 9000,35,11573,8310
Qwen3-4B-Instruct-2507,HAL 9000,36,11807,8568
Qwen3-4B-Instruct-2507,HAL 9000,37,12029,8813
Qwen3-4B-Instruct-2507,HAL 9000,38,12264,9125
Qwen3-4B-Instruct-2507,HAL 9000,39,12488,9353
Qwen3-4B-Instruct-2507,HAL 9000,40,12702,9698
Qwen3-4B-Instruct-2507,HAL 9000,41,12897,9969
Qwen3-4B-Instruct-2507,HAL 9000,42,13101,10331
Qwen3-4B-Instruct-2507,HAL 9000,43,13335,10595
Qwen3-4B-Instruct-2507,HAL 9000,44,13563,10878
Qwen3-4B-Instruct-2507,HAL 9000,45,13801,11156
Qwen3-4B-Instruct-2507,HAL 9000,46,14013,11417
Qwen3-4B-Instruct-2507,HAL 9000,47,14219,11728
Qwen3-4B-Instruct-2507,HAL 9000,48,14442,11940
Qwen3-4B-Instruct-2507,HAL 9000,49,14683,12200
Qwen3-4B-Instruct-2507,HAL 9000,50,14910,12517
Qwen3-4B-Instruct-2507,HAL 9000,51,15188,12693
Qwen3-4B-Instruct-2507,HAL 9000,52,15362,12987
Qwen3-4B-Instruct-2507,HAL 9000,53,15533,13253
Qwen3-4B-Instruct-2507,HAL 9000,54,15716,13476
Qwen3-4B-Instruct-2507,HAL 9000,55,15891,13681
Qwen3-4B-Instruct-2507,HAL 9000,56,16074,13963
Qwen3-4B-Instruct-2507,HAL 9000,57,16420,14187
Qwen3-4B-Instruct-2507,HAL 9000,58,16595,14441
Qwen3-4B-Instruct-2507,HAL 9000,59,16794,14702
Qwen3-4B-Instruct-2507,HAL 9000,60,16971,14916
Qwen3-4B-Instruct-2507,HAL 9000,61,17153,15146
Qwen3-4B-Instruct-2507,HAL 9000,62,17397,15432
Qwen3-4B-Instruct-2507,HAL 9000,63,17682,15682
Qwen3-4B-Instruct-2507,HAL 9000,64,18007,15975
Qwen3-4B-Instruct-2507,HAL 9000,65,18308,16274
Qwen3-4B-Instruct-2507,HAL 9000,66,18604,16515
Qwen3-4B-Instruct-2507,HAL 9000,67,18907,16813
Qwen3-4B-Instruct-2507,HAL 9000,68,19186,16995
Qwen3-4B-Instruct-2507,HAL 9000,69,19481,17253
Qwen3-4B-Instruct-2507,HAL 9000,70,19755,17500
Qwen3-4B-Instruct-2507,HAL 9000,71,20031,17769
Qwen3-4B-Instruct-2507,HAL 9000,72,20324,18079
Qwen3-4B-Instruct-2507,HAL 9000,73,20537,18355
Qwen3-4B-Instruct-2507,HAL 9000,74,20754,18587
Qwen3-4B-Instruct-2507,HAL 9000,75,20985,18942
Qwen3-4B-Instruct-2507,HAL 9000,76,21217,19199
Qwen3-4B-Instruct-2507,HAL 9000,77,21437,19458
Qwen3-4B-Instruct-2507,HAL 9000,78,21644,19685
Qwen3-4B-Instruct-2507,HAL 9000,79,21844,19907
Qwen3-4B-Instruct-2507,HAL 9000,80,22081,20164
Qwen3-4B-Instruct-2507,HAL 9000,81,22308,20375
Qwen3-4B-Instruct-2507,HAL 9000,82,22530,20585
Qwen3-4B-Instruct-2507,HAL 9000,83,22725,20755
Qwen3-4B-Instruct-2507,HAL 9000,84,22939,21025
Qwen3-4B-Instruct-2507,HAL 9000,85,23184,21291
Qwen3-4B-Instruct-2507,HAL 9000,86,23430,21487
Qwen3-4B-Instruct-2507,HAL 9000,87,23615,21757
Qwen3-4B-Instruct-2507,HAL 9000,88,23881,22066
Qwen3-4B-Instruct-2507,HAL 9000,89,24085,22340
Qwen3-4B-Instruct-2507,HAL 9000,90,24281,22650
Qwen3-4B-Instruct-2507,HAL 9000,91,24450,22937
Qwen3-4B-Instruct-2507,HAL 9000,92,24694,23196
Qwen3-4B-Instruct-2507,HAL 9000,93,24881,23450
Qwen3-4B-Instruct-2507,HAL 9000,94,25159,23594
Qwen3-4B-Instruct-2507,HAL 9000,95,25403,23839
Qwen3-4B-Instruct-2507,HAL 9000,96,25584,24130
Qwen3-4B-Instruct-2507,HAL 9000,97,25833,24399
Qwen3-4B-Instruct-2507,HAL 9000,98,26033,24667
Qwen3-4B-Instruct-2507,HAL 9000,99,26282,24936
Qwen3-4B-Instruct-2507,HAL 9000,100,26469,25244
Qwen3-4B-Instruct-2507,HAL 9000,101,26697,25526
Qwen3-4B-Instruct-2507,HAL 9000,102,26972,25838
Qwen3-4B-Instruct-2507,Juno MacGuff,0,0,0
Qwen3-4B-Instruct-2507,Juno MacGuff,1,384,732
Qwen3-4B-Instruct-2507,Juno MacGuff,2,916,1195
Qwen3-4B-Instruct-2507,Juno MacGuff,3,1481,1607
Qwen3-4B-Instruct-2507,Juno MacGuff,4,2031,3465
Qwen3-4B-Instruct-2507,Juno MacGuff,5,2645,4033
Qwen3-4B-Instruct-2507,Juno MacGuff,6,3265,4263
Qwen3-4B-Instruct-2507,Juno MacGuff,7,3861,5063
Qwen3-4B-Instruct-2507,Juno MacGuff,8,4323,5903
Qwen3-4B-Instruct-2507,Juno MacGuff,9,4876,6946
Qwen3-4B-Instruct-2507,Juno MacGuff,10,5419,7813
Qwen3-4B-Instruct-2507,Juno MacGuff,11,5973,9786
Qwen3-4B-Instruct-2507,Juno MacGuff,12,6597,10578
Qwen3-4B-Instruct-2507,Juno MacGuff,13,7065,11192
Qwen3-4B-Instruct-2507,Juno MacGuff,14,7604,11528
Qwen3-4B-Instruct-2507,Juno MacGuff,15,8240,12481
Qwen3-4B-Instruct-2507,Juno MacGuff,16,8857,13948
Qwen3-4B-Instruct-2507,Juno MacGuff,17,9467,14645
Qwen3-4B-Instruct-2507,Juno MacGuff,18,10045,15836
Qwen3-4B-Instruct-2507,Juno MacGuff,19,10647,16715
Qwen3-4B-Instruct-2507,Juno MacGuff,20,11274,17601
Qwen3-4B-Instruct-2507,Juno MacGuff,21,11970,18492
Qwen3-4B-Instruct-2507,Juno MacGuff,22,12685,18786
Qwen3-4B-Instruct-2507,Juno MacGuff,23,13269,19855
Qwen3-4B-Instruct-2507,Juno MacGuff,24,13825,20803
Qwen3-4B-Instruct-2507,Juno MacGuff,25,14443,21791
Qwen3-4B-Instruct-2507,Juno MacGuff,26,15091,22491
Qwen3-4B-Instruct-2507,Juno MacGuff,27,15704,23100
Qwen3-4B-Instruct-2507,Juno MacGuff,28,16224,24087
Qwen3-4B-Instruct-2507,Juno MacGuff,29,16773,25001
Qwen3-4B-Instruct-2507,Juno MacGuff,30,17338,25879
Qwen3-4B-Instruct-2507,Juno MacGuff,31,17906,26604
Qwen3-4B-Instruct-2507,Juno MacGuff,32,18468,27193
Qwen3-4B-Instruct-2507,Juno MacGuff,33,18943,27982
Qwen3-4B-Instruct-2507,Juno MacGuff,34,19370,28954
Qwen3-4B-Instruct-2507,Juno MacGuff,35,19845,29368
Qwen3-4B-Instruct-2507,Juno MacGuff,36,20323,29931
Qwen3-4B-Instruct-2507,Juno MacGuff,37,20847,30614
Qwen3-4B-Instruct-2507,Juno MacGuff,38,21323,31461
Qwen3-4B-Instruct-2507,Juno MacGuff,39,21816,32409
Qwen3-4B-Instruct-2507,Juno MacGuff,40,22295,33910
Qwen3-4B-Instruct-2507,Juno MacGuff,41,22880,34745
Qwen3-4B-Instruct-2507,Juno MacGuff,42,23297,35842
Qwen3-4B-Instruct-2507,Juno MacGuff,43,23863,36679
Qwen3-4B-Instruct-2507,Juno MacGuff,44,24317,37396
Qwen3-4B-Instruct-2507,Juno MacGuff,45,24829,38215
Qwen3-4B-Instruct-2507,Juno MacGuff,46,25212,38974
Qwen3-4B-Instruct-2507,Juno MacGuff,47,25614,39713
Qwen3-4B-Instruct-2507,Juno MacGuff,48,26131,40540
Qwen3-4B-Instruct-2507,Juno MacGuff,49,26672,41642
Qwen3-4B-Instruct-2507,Juno MacGuff,50,27125,42537
Qwen3-4B-Instruct-2507,Juno MacGuff,51,27649,42944
Qwen3-4B-Instruct-2507,Juno MacGuff,52,28047,43942
Qwen3-4B-Instruct-2507,Juno MacGuff,53,28466,44732
Qwen3-4B-Instruct-2507,Juno MacGuff,54,28894,45494
Qwen3-4B-Instruct-2507,Juno MacGuff,55,29329,46267
Qwen3-4B-Instruct-2507,Juno MacGuff,56,29727,47448
Qwen3-4B-Instruct-2507,Juno MacGuff,57,30060,47943
Qwen3-4B-Instruct-2507,Juno MacGuff,58,30453,48625
Qwen3-4B-Instruct-2507,Juno MacGuff,59,30854,49363
Qwen3-4B-Instruct-2507,Juno MacGuff,60,31239,49912
Qwen3-4B-Instruct-2507,Juno MacGuff,61,31584,50456
Qwen3-4B-Instruct-2507,Juno MacGuff,62,31922,51177
Qwen3-4B-Instruct-2507,Juno MacGuff,63,32413,51709
Qwen3-4B-Instruct-2507,Juno MacGuff,64,32926,52703
Qwen3-4B-Instruct-2507,Juno MacGuff,65,33443,53634
Qwen3-4B-Instruct-2507,Juno MacGuff,66,33856,54179
Qwen3-4B-Instruct-2507,Juno MacGuff,67,34347,54915
Qwen3-4B-Instruct-2507,Juno MacGuff,68,34692,55198
Qwen3-4B-Instruct-2507,Juno MacGuff,69,35244,55917
Qwen3-4B-Instruct-2507,Juno MacGuff,70,35712,56498
Qwen3-4B-Instruct-2507,Juno MacGuff,71,36228,57135
Qwen3-4B-Instruct-2507,Juno MacGuff,72,36672,57941
Qwen3-4B-Instruct-2507,Juno MacGuff,73,37064,58664
Qwen3-4B-Instruct-2507,Juno MacGuff,74,37598,59293
Qwen3-4B-Instruct-2507,Juno MacGuff,75,38041,60464
Qwen3-4B-Instruct-2507,Juno MacGuff,76,38491,61440
Qwen3-4B-Instruct-2507,Juno MacGuff,77,38968,62479
Qwen3-4B-Instruct-2507,Juno MacGuff,78,39405,62991
Qwen3-4B-Instruct-2507,Juno MacGuff,79,39811,63536
Qwen3-4B-Instruct-2507,Juno MacGuff,80,40282,64241
Qwen3-4B-Instruct-2507,Juno MacGuff,81,40739,64737
Qwen3-4B-Instruct-2507,Juno MacGuff,82,41176,65240
Qwen3-4B-Instruct-2507,Juno MacGuff,83,41575,65717
Qwen3-4B-Instruct-2507,Juno MacGuff,84,41970,66533
Qwen3-4B-Instruct-2507,Juno MacGuff,85,42434,67372
Qwen3-4B-Instruct-2507,Juno MacGuff,86,42794,67554
Qwen3-4B-Instruct-2507,Juno MacGuff,87,43179,68555
Qwen3-4B-Instruct-2507,Juno MacGuff,88,43577,69217
Qwen3-4B-Instruct-2507,Juno MacGuff,89,43883,69593
Qwen3-4B-Instruct-2507,Juno MacGuff,90,44267,70415
Qwen3-4B-Instruct-2507,Juno MacGuff,91,44599,71403
Qwen3-4B-Instruct-2507,Juno MacGuff,92,44931,72269
Qwen3-4B-Instruct-2507,Juno MacGuff,93,45252,72941
Qwen3-4B-Instruct-2507,Juno MacGuff,94,45593,73277
Qwen3-4B-Instruct-2507,Juno MacGuff,95,45975,73907
Qwen3-4B-Instruct-2507,Juno MacGuff,96,46363,74897
Qwen3-4B-Instruct-2507,Juno MacGuff,97,46748,75393
Qwen3-4B-Instruct-2507,Juno MacGuff,98,47156,75903
Qwen3-4B-Instruct-2507,Juno MacGuff,99,47502,76518
Qwen3-4B-Instruct-2507,Juno MacGuff,100,47829,77414
Qwen3-4B-Instruct-2507,Juno MacGuff,101,48091,78443
Qwen3-4B-Instruct-2507,Juno MacGuff,102,48432,79447
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,0,0,0
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,1,344,652
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,2,1029,1094
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,3,1898,1572
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,4,2640,3049
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,5,3399,3609
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,6,4190,3796
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,7,4938,4649
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,8,5556,5385
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,9,6383,6352
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,10,7136,7368
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,11,7780,9015
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,12,8653,9936
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,13,9283,10504
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,14,9921,11004
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,15,10651,11727
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,16,11223,12955
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,17,11974,13657
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,18,12698,14727
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,19,13477,15482
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,20,14337,16279
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,21,15068,17040
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,22,15893,17422
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,23,16535,18387
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,24,17265,19090
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,25,17920,20144
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,26,18749,20757
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,27,19553,21278
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,28,20163,22226
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,29,20836,23044
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,30,21546,23860
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,31,22238,24693
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,32,23032,25408
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,33,23844,26268
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,34,24682,27258
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,35,25421,27862
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,36,26138,28555
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,37,26883,29405
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,38,27600,30360
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,39,28379,31333
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,40,29039,32626
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,41,29765,33420
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,42,30379,34571
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,43,31070,35477
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,44,31714,36349
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,45,32371,37293
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,46,32992,38052
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,47,33688,38963
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,48,34229,39867
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,49,34911,41238
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,50,35529,42226
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,51,36132,42866
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,52,36677,43871
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,53,37135,44641
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,54,37616,45551
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,55,38114,46359
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,56,38621,47513
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,57,39210,48129
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,58,39699,48989
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,59,40389,49799
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,60,40921,50367
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,61,41420,51158
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,62,41919,51937
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,63,42521,52689
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,64,43091,53952
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,65,43668,55064
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,66,44262,55890
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,67,44945,56939
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,68,45467,57377
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,69,46111,58341
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,70,46762,59047
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,71,47452,59774
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,72,47987,60794
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,73,48519,61636
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,74,49216,62344
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,75,49934,63583
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,76,50610,64603
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,77,51246,65693
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,78,51895,66456
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,79,52412,67239
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,80,53115,68099
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,81,53697,68930
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,82,54302,69510
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,83,54826,70196
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,84,55406,71260
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,85,55909,72089
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,86,56463,72634
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,87,56909,73575
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,88,57391,74478
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,89,57906,75302
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,90,58340,76295
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,91,58871,77267
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,92,59318,78165
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,93,59822,79040
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,94,60287,79471
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,95,60869,80219
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,96,61280,81072
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,97,61882,81979
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,98,62346,82679
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,99,62817,83508
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,100,63209,84499
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,101,63654,85741
Qwen3-4B-Instruct-2507,Lestat de Lioncourt,102,64110,86811
Qwen3-4B-Instruct-2507,Blair Waldorf,0,0,0
Qwen3-4B-Instruct-2507,Blair Waldorf,1,304,624
Qwen3-4B-Instruct-2507,Blair Waldorf,2,783,1002
Qwen3-4B-Instruct-2507,Blair Waldorf,3,1407,1365
Qwen3-4B-Instruct-2507,Blair Waldorf,4,2020,3025
Qwen3-4B-Instruct-2507,Blair Waldorf,5,2683,3512
Qwen3-4B-Instruct-2507,Blair Waldorf,6,3271,3718
Qwen3-4B-Instruct-2507,Blair Waldorf,7,3844,4528
Qwen3-4B-Instruct-2507,Blair Waldorf,8,4378,5119
Qwen3-4B-Instruct-2507,Blair Waldorf,9,4965,6167
Qwen3-4B-Instruct-2507,Blair Waldorf,10,5530,7064
Qwen3-4B-Instruct-2507,Blair Waldorf,11,6142,8487
Qwen3-4B-Instruct-2507,Blair Waldorf,12,6827,9170
Qwen3-4B-Instruct-2507,Blair Waldorf,13,7271,9710
Qwen3-4B-Instruct-2507,Blair Waldorf,14,7802,10232
Qwen3-4B-Instruct-2507,Blair Waldorf,15,8379,10938
Qwen3-4B-Instruct-2507,Blair Waldorf,16,8956,12121
Qwen3-4B-Instruct-2507,Blair Waldorf,17,9573,12649
Qwen3-4B-Instruct-2507,Blair Waldorf,18,10195,13782
Qwen3-4B-Instruct-2507,Blair Waldorf,19,10708,14582
Qwen3-4B-Instruct-2507,Blair Waldorf,20,11272,15308
Qwen3-4B-Instruct-2507,Blair Waldorf,21,11890,16138
Qwen3-4B-Instruct-2507,Blair Waldorf,22,12529,16491
Qwen3-4B-Instruct-2507,Blair Waldorf,23,13043,17420
Qwen3-4B-Instruct-2507,Blair Waldorf,24,13522,18227
Qwen3-4B-Instruct-2507,Blair Waldorf,25,14059,19370
Qwen3-4B-Instruct-2507,Blair Waldorf,26,14696,20007
Qwen3-4B-Instruct-2507,Blair Waldorf,27,15262,20472
Qwen3-4B-Instruct-2507,Blair Waldorf,28,15796,21399
Qwen3-4B-Instruct-2507,Blair Waldorf,29,16374,22283
Qwen3-4B-Instruct-2507,Blair Waldorf,30,16873,23228
Qwen3-4B-Instruct-2507,Blair Waldorf,31,17444,24021
Qwen3-4B-Instruct-2507,Blair Waldorf,32,18030,24524
Qwen3-4B-Instruct-2507,Blair Waldorf,33,18513,25409
Qwen3-4B-Instruct-2507,Blair Waldorf,34,19046,26368
Qwen3-4B-Instruct-2507,Blair Waldorf,35,19572,26682
Qwen3-4B-Instruct-2507,Blair Waldorf,36,20000,27407
Qwen3-4B-Instruct-2507,Blair Waldorf,37,20587,28321
Qwen3-4B-Instruct-2507,Blair Waldorf,38,21148,29322
Qwen3-4B-Instruct-2507,Blair Waldorf,39,21662,30360
Qwen3-4B-Instruct-2507,Blair Waldorf,40,22241,31603
Qwen3-4B-Instruct-2507,Blair Waldorf,41,22918,32453
Qwen3-4B-Instruct-2507,Blair Waldorf,42,23439,33532
Qwen3-4B-Instruct-2507,Blair Waldorf,43,24023,34407
Qwen3-4B-Instruct-2507,Blair Waldorf,44,24530,35212
Qwen3-4B-Instruct-2507,Blair Waldorf,45,25073,36198
Qwen3-4B-Instruct-2507,Blair Waldorf,46,25515,36949
Qwen3-4B-Instruct-2507,Blair Waldorf,47,26136,37636
Qwen3-4B-Instruct-2507,Blair Waldorf,48,26680,38634
Qwen3-4B-Instruct-2507,Blair Waldorf,49,27191,39832
Qwen3-4B-Instruct-2507,Blair Waldorf,50,27717,40876
Qwen3-4B-Instruct-2507,Blair Waldorf,51,28276,41200
Qwen3-4B-Instruct-2507,Blair Waldorf,52,28707,42166
Qwen3-4B-Instruct-2507,Blair Waldorf,53,29238,43113
Qwen3-4B-Instruct-2507,Blair Waldorf,54,29647,43959
Qwen3-4B-Instruct-2507,Blair Waldorf,55,30036,44720
Qwen3-4B-Instruct-2507,Blair Waldorf,56,30468,45811
Qwen3-4B-Instruct-2507,Blair Waldorf,57,30816,46418
Qwen3-4B-Instruct-2507,Blair Waldorf,58,31197,47197
Qwen3-4B-Instruct-2507,Blair Waldorf,59,31662,48053
Qwen3-4B-Instruct-2507,Blair Waldorf,60,32144,48686
Qwen3-4B-Instruct-2507,Blair Waldorf,61,32604,49355
Qwen3-4B-Instruct-2507,Blair Waldorf,62,33051,50215
Qwen3-4B-Instruct-2507,Blair Waldorf,63,33527,50739
Qwen3-4B-Instruct-2507,Blair Waldorf,64,34038,51893
Qwen3-4B-Instruct-2507,Blair Waldorf,65,34644,52989
